DZY, Rakan, Guardian, Redemption, Remnant of the Watchers, Knight's Vow, Control Ward, Kindlegem, Boots of Mobility
twitch tv xkavz, Jinx, Lethal Tempo, Berserker's Greaves, Infinity Edge, Rapid Firecannon, Doran's Blade, Runaan's Hurricane, Long Sword
twitch tv xkavz, Jinx, Lethal Tempo, Doran's Blade, Infinity Edge, Mortal Reminder, Runaan's Hurricane, Rapid Firecannon, Berserker's Greaves
twitch tv xkavz, Jinx, Lethal Tempo, Ninja Tabi, Infinity Edge, Doran's Blade, Zeal, Dagger, 
twitch tv xkavz, Jinx, Lethal Tempo, Berserker's Greaves, Infinity Edge, Phantom Dancer, Runaan's Hurricane, Rapid Firecannon, Mortal Reminder
twitch tv xkavz, Sivir, Lethal Tempo, Doran's Blade, Essence Reaver, Berserker's Greaves, Phantom Dancer, B. F. Sword, Pickaxe
twitch tv xkavz, Jhin, Electrocute, Doran's Blade, Infinity Edge, Rapid Firecannon, Boots of Swiftness, B. F. Sword, Last Whisper
twitch tv xkavz, Jhin, Fleet Footwork, Boots of Swiftness, Guardian Angel, Lord Dominik's Regards, Rapid Firecannon, Infinity Edge, Infinity Edge
twitch tv xkavz, Kassadin, Fleet Footwork, Mercury's Treads, Lich Bane, Blasting Wand, The Dark Seal, Rod of Ages, Oblivion Orb
ZOPgetitlol, Miss Fortune, Press the Attack, Doran's Blade, Youmuu's Ghostblade, The Black Cleaver, Berserker's Greaves, Phantom Dancer, Long Sword
ZOPgetitlol, Miss Fortune, Press the Attack, Duskblade of Draktharr, Youmuu's Ghostblade, Guardian Angel, Berserker's Greaves, Phantom Dancer, The Black Cleaver
ZOPgetitlol, Ahri, Arcane Comet, Doran's Ring, Morellonomicon, Luden's Echo, Boots of Speed, , 
fortec565, Vayne, Lethal Tempo, Doran's Blade, Blade of the Ruined King, Brawler's Gloves, Arcane Sweeper, Berserker's Greaves, Refillable Potion, Dagger
fortec565, Caitlyn, Fleet Footwork, Doran's Blade, Stormrazor, Lord Dominik's Regards, Arcane Sweeper, Berserker's Greaves, Rapid Firecannon
fortec565, Zilean, Arcane Comet, Sorcerer's Shoes, Seraph's Embrace, Morellonomicon, Rabadon's Deathcap, , 
fortec565, Sivir, Fleet Footwork, Doran's Blade, Essence Reaver, Berserker's Greaves, Phantom Dancer, Last Whisper, 
fortec565, Ashe, Lethal Tempo, Doran's Blade, Berserker's Greaves, Guinsoo's Rageblade, Arcane Sweeper, Phantom Dancer, Long Sword, Dagger
fortec565, Ahri, Kleptomancy, Sorcerer's Shoes, Wooglet's Witchcap, Doran's Ring, Arcane Sweeper, Luden's Echo, 
fortec565, Ezreal, Kleptomancy, Muramana, Trinity Force, Ionian Boots of Lucidity, Luden's Echo, Sapphire Crystal, 
fortec565, Twisted Fate, Kleptomancy, Lich Bane, Luden's Echo, Sorcerer's Shoes, Poro-Snax, Amplifying Tome, Ruby Crystal, Sly Sack of Gold
fortec565, Karma, Kleptomancy, Commencing Stopwatch, , , , , 
fortec565, Karma, Kleptomancy, Iceborn Gauntlet, Refillable Potion, Spirit Visage, Doran's Ring, Ninja Tabi, Blasting Wand
Sushi Queen, Thresh, Aftershock, Redemption, Remnant of the Ascended, Locket of the Iron Solari, Knight's Vow, Boots of Mobility, Aegis of the Legion
Sushi Queen, Illaoi, Kleptomancy, Death's Dance, Sterak's Gage, The Black Cleaver, Ninja Tabi, Spirit Visage, Chain Vest
Sushi Queen, Pyke, Aftershock, Targon's Brace, Health Potion, Ninja Tabi, , , 
Sushi Queen, Heimerdinger, Electrocute, Stopwatch, Sorcerer's Shoes, Morellonomicon, Void Staff, Ruby Crystal, Amplifying Tome
Sushi Queen, Braum, Guardian, Locket of the Iron Solari, Remnant of the Aspect, Knight's Vow, Ninja Tabi, Crystalline Bracer, Forbidden Idol
Sushi Queen, Heimerdinger, Kleptomancy, Zhonya's Hourglass, Rylai's Crystal Scepter, Morellonomicon, Void Staff, Ninja Tabi, Haunting Guise
Sushi Queen, Zyra, Arcane Comet, Ninja Tabi, Frostfang, Amplifying Tome, , , 
Sushi Queen, Nami, Summon Aery, Total Biscuit of Everlasting Will, Frostfang, Health Potion, Forbidden Idol, Boots of Mobility, Amplifying Tome
Sushi Queen, Nasus, Grasp of the Undying, Trinity Force, Spirit Visage, Warmog's Armor, Poro-Snax, Mercury's Treads, Negatron Cloak, Cloth Armor
Sushi Queen, Gangplank, Grasp of the Undying, Youmuu's Ghostblade, Trinity Force, B. F. Sword, Last Whisper, Ionian Boots of Lucidity, 
epiIepsy, Morgana, Arcane Comet, Hextech GLP-800, Zhonya's Hourglass, Sorcerer's Shoes, Poro-Snax, Morellonomicon, Abyssal Mask, Haunting Guise
epiIepsy, Renekton, Conqueror, The Black Cleaver, Spear of Shojin, Mercury's Treads, Poro-Snax, Sterak's Gage, 
epiIepsy, Shaco, Arcane Comet, Luden's Echo, Hextech Gunblade, Sorcerer's Shoes, Poro-Snax, Liandry's Torment, 
epiIepsy, Fiddlesticks, Dark Harvest, Luden's Echo, Zhonya's Hourglass, Sorcerer's Shoes, Poro-Snax, Void Staff, Ruby Crystal, Blasting Wand
epiIepsy, Darius, Conqueror, The Black Cleaver, Mercury's Treads, Sterak's Gage, Poro-Snax, Spirit Visage, 
epiIepsy, Urgot, Conqueror, The Black Cleaver, Mercury's Treads, Thornmail, Poro-Snax, Death's Dance, Giant's Belt, Jaurim's Fist
epiIepsy, Jarvan IV, Conqueror, The Black Cleaver, Randuin's Omen, Sterak's Gage, Poro-Snax, Warmog's Armor, Adaptive Helm, Mercury's Treads
epiIepsy, Skarner, Aftershock, Trinity Force, Mercury's Treads, Adaptive Helm, Poro-Snax, , 
epiIepsy, Tristana, Press the Attack, Infinity Edge, Berserker's Greaves, Rapid Firecannon, Poro-Snax, Statikk Shiv, Long Sword
epiIepsy, Graves, Electrocute, Youmuu's Ghostblade, Berserker's Greaves, The Black Cleaver, Poro-Snax, Long Sword, 
W0ozie, Leona, Grasp of the Undying, Remnant of the Aspect, Locket of the Iron Solari, Kindlegem, Boots of Mobility, Crystalline Bracer, Giant's Belt
W0ozie, Leona, Grasp of the Undying, Remnant of the Aspect, Boots of Mobility, Bramble Vest, , , 
W0ozie, Viktor, Arcane Comet, Perfect Hex Core, Sorcerer's Shoes, Void Staff, Poro-Snax, Lich Bane, Adaptive Helm
W0ozie, Janna, Arcane Comet, Archangel's Staff (Quick Charge), Warden's Mail, Poro-Snax, Ionian Boots of Lucidity, , 
W0ozie, Janna, Grasp of the Undying, Seraph's Embrace, Negatron Cloak, Poro-Snax, Ionian Boots of Lucidity, , 
W0ozie, Leona, Glacial Augment, Gargoyle Stoneplate, Warmog's Armor, Mercury's Treads, Poro-Snax, Bramble Vest, 
W0ozie, Blitzcrank, Grasp of the Undying, Randuin's Omen, Ionian Boots of Lucidity, Void Staff, Poro-Snax, Abyssal Mask, Iceborn Gauntlet, Rod of Ages (Quick Charge)
W0ozie, Gangplank, Electrocute, Trinity Force, Ionian Boots of Lucidity, Duskblade of Draktharr, Poro-Snax, Infinity Edge, Long Sword
W0ozie, Sivir, Electrocute, Statikk Shiv, Infinity Edge, Berserker's Greaves, Poro-Snax, Pickaxe, 
W0ozie, Vel'Koz, Arcane Comet, Health Potion, Seraph's Embrace, Banshee's Veil, Poro-Snax, Void Staff, Sorcerer's Shoes, Seeker's Armguard
chüwü, Yuumi, Summon Aery, Frostfang, Redemption, Athene's Unholy Grail, Ionian Boots of Lucidity, Mejai's Soulstealer, Amplifying Tome
chüwü, Yuumi, Summon Aery, Frostfang, Athene's Unholy Grail, Ionian Boots of Lucidity, Crystalline Bracer, Faerie Charm, 
chüwü, Yuumi, Summon Aery, Frostfang, Redemption, Mikael's Crucible, Athene's Unholy Grail, Ionian Boots of Lucidity, Control Ward
chüwü, Yuumi, Summon Aery, Frostfang, Redemption, Athene's Unholy Grail, Ionian Boots of Lucidity, Chalice of Harmony, Forbidden Idol
chüwü, Ahri, Electrocute, Doran's Ring, Luden's Echo, Sorcerer's Shoes, Banshee's Veil, , 
chüwü, Yuumi, Summon Aery, Frostfang, Redemption, Mejai's Soulstealer, Ionian Boots of Lucidity, Athene's Unholy Grail, Amplifying Tome
chüwü, Ahri, Electrocute, Doran's Ring, Broken Stopwatch, Sorcerer's Shoes, Banshee's Veil, Luden's Echo, Seeker's Armguard
chüwü, Ahri, Electrocute, Doran's Ring, Zhonya's Hourglass, Sorcerer's Shoes, Banshee's Veil, Luden's Echo, Ruby Crystal
chüwü, Rakan, Guardian, Remnant of the Ascended, Redemption, Mercury's Treads, Forbidden Idol, Amplifying Tome, 
chüwü, Ahri, Electrocute, Doran's Ring, Zhonya's Hourglass, Lost Chapter, Sorcerer's Shoes, Ruby Crystal, Blasting Wand
Snake2250, Udyr, Conqueror, Control Ward, Enchantment: Cinderhulk, Wit's End, Mercury's Treads, Sterak's Gage, 
Snake2250, Udyr, Conqueror, Control Ward, Ninja Tabi, Locket of the Iron Solari, Enchantment: Cinderhulk, Sterak's Gage, Kindlegem
Snake2250, Udyr, Conqueror, Enchantment: Cinderhulk, Wit's End, Sterak's Gage, Ninja Tabi, Iceborn Gauntlet, Kindlegem
Snake2250, Udyr, Conqueror, Ruby Crystal, Enchantment: Cinderhulk, Refillable Potion, Jaurim's Fist, Ninja Tabi, Pickaxe
Snake2250, Hecarim, Predator, Boots of Mobility, Refillable Potion, Youmuu's Ghostblade, Eye of the Herald, Duskblade of Draktharr, Enchantment: Warrior, Long Sword
Snake2250, Nunu &amp; Willump, Aftershock, Enchantment: Cinderhulk, Spirit Visage, Hextech Protobelt-01, Dead Man's Plate, Ninja Tabi, Needlessly Large Rod
Snake2250, Draven, Press the Attack, Rapid Firecannon, Mercury's Treads, The Bloodthirster, Infinity Edge, Stormrazor, Mortal Reminder
Snake2250, Blitzcrank, Aftershock, Remnant of the Aspect, Aegis of the Legion, Refillable Potion, Boots of Mobility, , 
Snake2250, Cassiopeia, Phase Rush, Liandry's Torment, Rylai's Crystal Scepter, Seraph's Embrace, Poro-Snax, , 
Snake2250, Neeko, Glacial Augment, Twin Shadows, Zhonya's Hourglass, Hextech GLP-800, Sorcerer's Shoes, Enchantment: Runic Echoes, 
FlapJ4ck, Shaco, Electrocute, Hextech Protobelt-01, Lich Bane, Poro-Snax, Morellonomicon, Luden's Echo, Sorcerer's Shoes
FlapJ4ck, Jinx, Lethal Tempo, Youmuu's Ghostblade, Poro-Snax, Death's Dance, Duskblade of Draktharr, Ionian Boots of Lucidity, 
FlapJ4ck, Fiora, Conqueror, Ravenous Hydra, Vampiric Scepter, Poro-Snax, The Bloodthirster, Spirit Visage, Mercury's Treads
FlapJ4ck, Graves, Conqueror, Infinity Edge, Poro-Snax, Phantom Dancer, Duskblade of Draktharr, Berserker's Greaves, 
FlapJ4ck, Fiddlesticks, Dark Harvest, Lost Chapter, Poro-Snax, Liandry's Torment, Rylai's Crystal Scepter, Sorcerer's Shoes, 
Faber2k, Cho'Gath, Conqueror, Frozen Heart, Titanic Hydra, Spectre's Cowl, Poro-Snax, Kindlegem, Mercury's Treads
Faber2k, Volibear, Aftershock, Guardian's Horn, Spirit Visage, Mercury's Treads, Poro-Snax, Rejuvenation Bead, Wit's End, Phage
Faber2k, Fiora, Fleet Footwork, The Black Cleaver, Tiamat, Ninja Tabi, Poro-Snax, Sterak's Gage, Caulfield's Warhammer, Pickaxe
Faber2k, Gangplank, Kleptomancy, Guardian Angel, Stopwatch, Sterak's Gage, Trinity Force, Ninja Tabi, Infinity Edge
Faber2k, Lucian, Press the Attack, Guardian Angel, Blade of the Ruined King, Berserker's Greaves, Rapid Firecannon, Essence Reaver, Doran's Blade
Faber2k, Lee Sin, Conqueror, Spirit Visage, Ravenous Hydra, The Black Cleaver, Poro-Snax, Mercury's Treads, Caulfield's Warhammer, Pickaxe
Faber2k, Shen, Aftershock, Thornmail, Titanic Hydra, Guardian's Horn, Poro-Snax, Ninja Tabi, Giant's Belt, Warden's Mail
Faber2k, Darius, Conqueror, Guardian's Horn, Sterak's Gage, Mercury's Treads, Poro-Snax, Trinity Force, Spirit Visage, Randuin's Omen
Faber2k, Gangplank, Grasp of the Undying, Corrupting Potion, Faerie Charm, Boots of Speed, Trinity Force, , 
Faber2k, Gangplank, Grasp of the Undying, Trinity Force, Corrupting Potion, Sterak's Gage, Ninja Tabi, , 
ZedxZeta, Sion, Aftershock, Sunfire Cape, Spirit Visage, Ninja Tabi, Poro-Snax, Iceborn Gauntlet, Sapphire Crystal
ZedxZeta, Talon, Electrocute, Duskblade of Draktharr, Ionian Boots of Lucidity, Death's Dance, Poro-Snax, Youmuu's Ghostblade, Trinity Force, Executioner's Calling
ZedxZeta, Nami, Summon Aery, Athene's Unholy Grail, Ninja Tabi, Ardent Censer, Poro-Snax, Zhonya's Hourglass, Seraph's Embrace, Rabadon's Deathcap
ZedxZeta, Tristana, Fleet Footwork, Infinity Edge, Berserker's Greaves, Phantom Dancer, Poro-Snax, Statikk Shiv, Runaan's Hurricane, The Bloodthirster
ZedxZeta, Gragas, Electrocute, Enchantment: Runic Echoes, Sheen, Boots of Speed, , , 
ZedxZeta, Aatrox, Arcane Comet, Enchantment: Warrior, Death's Dance, Ninja Tabi, Guardian Angel, Kindlegem, Phage
ZedxZeta, Shen, Aftershock, Guardian's Horn, Sunfire Cape, Wit's End, Poro-Snax, Gargoyle Stoneplate, Mercury's Treads, Tiamat
ZedxZeta, Annie, Summon Aery, Rabadon's Deathcap, Sorcerer's Shoes, Rod of Ages (Quick Charge), Poro-Snax, Seraph's Embrace, 
ZedxZeta, Amumu, Aftershock, Rylai's Crystal Scepter, Rod of Ages (Quick Charge), Mercury's Treads, Poro-Snax, Liandry's Torment, Abyssal Mask
ZedxZeta, Karma, Aftershock, Sorcerer's Shoes, Kindlegem, Athene's Unholy Grail, Poro-Snax, Seraph's Embrace, Needlessly Large Rod
l G O A T l, Ezreal, Kleptomancy, Iceborn Gauntlet, Lost Chapter, Blasting Wand, Doran's Blade, Muramana, Sorcerer's Shoes
l G O A T l, Kai'Sa, Press the Attack, Zeal, Guinsoo's Rageblade, Zhonya's Hourglass, Doran's Blade, Berserker's Greaves, Muramana
l G O A T l, Caitlyn, Fleet Footwork, Runaan's Hurricane, Infinity Edge, Phantom Dancer, The Bloodthirster, Rapid Firecannon, Mortal Reminder
l G O A T l, Kai'Sa, Press the Attack, Guinsoo's Rageblade, Berserker's Greaves, Runaan's Hurricane, Infinity Edge, Phantom Dancer, Stormrazor
l G O A T l, Caitlyn, Fleet Footwork, Berserker's Greaves, Rapid Firecannon, Zeal, Runaan's Hurricane, Infinity Edge, The Bloodthirster
l G O A T l, Ezreal, Kleptomancy, Iceborn Gauntlet, Luden's Echo, Vampiric Scepter, Muramana, Doran's Blade, Sorcerer's Shoes
l G O A T l, Ezreal, Kleptomancy, Bilgewater Cutlass, Muramana, Iceborn Gauntlet, Doran's Blade, Luden's Echo, Sorcerer's Shoes
l G O A T l, Ezreal, Kleptomancy, Blade of the Ruined King, Iceborn Gauntlet, Luden's Echo, Muramana, Doran's Blade, Sorcerer's Shoes
l G O A T l, Elise, Dark Harvest, Rabadon's Deathcap, Mejai's Soulstealer, Zhonya's Hourglass, Morellonomicon, Sorcerer's Shoes, Enchantment: Runic Echoes
l G O A T l, Caitlyn, Fleet Footwork, Berserker's Greaves, Infinity Edge, Runaan's Hurricane, Rapid Firecannon, Vampiric Scepter, Doran's Blade
Drone Chick, Lux, Arcane Comet, Sorcerer's Shoes, Luden's Echo, Sapphire Crystal, Needlessly Large Rod, , 
Drone Chick, Caitlyn, Fleet Footwork, Doran's Blade, Health Potion, Boots of Speed, Pickaxe, Kircheis Shard, B. F. Sword
Drone Chick, Twitch, Press the Attack, B. F. Sword, Statikk Shiv, Berserker's Greaves, Poro-Snax, Blade of the Ruined King, Runaan's Hurricane, Cloak of Agility
Drone Chick, Karma, Summon Aery, Seraph's Embrace, Sorcerer's Shoes, Liandry's Torment, Poro-Snax, Morellonomicon, Needlessly Large Rod
Drone Chick, Volibear, Aftershock, Remnant of the Aspect, Bami's Cinder, Boots of Speed, Spirit Visage, , 
Drone Chick, Alistar, Aftershock, Lich Bane, Ionian Boots of Lucidity, Spirit Visage, Liandry's Torment, Catalyst of Aeons, Adaptive Helm
Drone Chick, Bard, Aftershock, Lost Chapter, Sorcerer's Shoes, Lich Bane, Poro-Snax, Blasting Wand, Knight's Vow
Drone Chick, Jhin, Press the Attack, Infinity Edge, Boots of Speed, Rapid Firecannon, Poro-Snax, Statikk Shiv, Kircheis Shard, B. F. Sword
Drone Chick, Volibear, Aftershock, Remnant of the Aspect, Boots of Speed, Sunfire Cape, Dead Man's Plate, Spectre's Cowl, Kindlegem
Drone Chick, Blitzcrank, Aftershock, Abyssal Mask, Ionian Boots of Lucidity, Rod of Ages (Quick Charge), Poro-Snax, Sheen, 
A Blueberry Pie, Akali, Electrocute, Doran's Shield, Hextech Gunblade, Mercury's Treads, Control Ward, , 
A Blueberry Pie, Taric, Guardian, Broken Stopwatch, Remnant of the Aspect, Locket of the Iron Solari, Ninja Tabi, Control Ward, Kindlegem
A Blueberry Pie, Thresh, Aftershock, Dead Man's Plate, Remnant of the Ascended, Knight's Vow, Mercury's Treads, Thornmail, Spectre's Cowl
A Blueberry Pie, Annie, Electrocute, Frostfang, Luden's Echo, Slightly Magical Boots, Control Ward, , 
A Blueberry Pie, Shen, Grasp of the Undying, Doran's Shield, Titanic Hydra, Ninja Tabi, Sunfire Cape, Dead Man's Plate, 
ToxicTrojan69, Nautilus, Aftershock, Knight's Vow, Remnant of the Aspect, Boots of Mobility, , , 
ToxicTrojan69, Nautilus, Aftershock, Locket of the Iron Solari, Remnant of the Aspect, Knight's Vow, Crystalline Bracer, Boots of Mobility, 
ToxicTrojan69, Yuumi, Summon Aery, Athene's Unholy Grail, Ardent Censer, Frostfang, Forbidden Idol, Rejuvenation Bead, Mejai's Soulstealer
ToxicTrojan69, Zyra, Arcane Comet, Zhonya's Hourglass, Haunting Guise, Remnant of the Watchers, Blasting Wand, Rylai's Crystal Scepter, Boots of Mobility
ToxicTrojan69, Nautilus, Aftershock, Locket of the Iron Solari, Knight's Vow, Remnant of the Aspect, Boots of Mobility, , 
ToxicTrojan69, Nautilus, Aftershock, Locket of the Iron Solari, Thornmail, Remnant of the Aspect, Knight's Vow, Boots of Mobility, 
ToxicTrojan69, Nautilus, Aftershock, Knight's Vow, Locket of the Iron Solari, Remnant of the Aspect, Boots of Mobility, , 
ToxicTrojan69, Shen, Grasp of the Undying, Titanic Hydra, Sunfire Cape, Null-Magic Mantle, Doran's Shield, Ninja Tabi, 
ToxicTrojan69, Nautilus, Aftershock, Control Ward, Knight's Vow, Remnant of the Aspect, Aegis of the Legion, Null-Magic Mantle, Boots of Mobility
ToxicTrojan69, Nautilus, Aftershock, Control Ward, Health Potion, Remnant of the Aspect, Knight's Vow, Boots of Mobility, 
Syla, Gangplank, Dark Harvest, Ninja Tabi, Trinity Force, Statikk Shiv, Poro-Snax, Infinity Edge, Essence Reaver, Zeal
Syla, Ezreal, Kleptomancy, Sorcerer's Shoes, Hextech Gunblade, Luden's Echo, Iceborn Gauntlet, Muramana, Doran's Blade
Syla, Caitlyn, Fleet Footwork, Berserker's Greaves, Caulfield's Warhammer, B. F. Sword, Infinity Edge, Doran's Blade, Brawler's Gloves
Syla, Xayah, Lethal Tempo, Doran's Blade, Essence Reaver, Total Biscuit of Everlasting Will, Slightly Magical Boots, Dagger, 
Syla, Qiyana, Electrocute, Mercury's Treads, Duskblade of Draktharr, Null-Magic Mantle, Poro-Snax, Sterak's Gage, The Black Cleaver, Death's Dance
Syla, Xayah, Lethal Tempo, Berserker's Greaves, Blade of the Ruined King, Rapid Firecannon, Poro-Snax, Infinity Edge, Essence Reaver, Lord Dominik's Regards
Syla, Braum, Guardian, Mercury's Treads, Redemption, Gargoyle Stoneplate, Poro-Snax, Knight's Vow, Chalice of Harmony, Faerie Charm
Syla, Caitlyn, Dark Harvest, Berserker's Greaves, Infinity Edge, Essence Reaver, Poro-Snax, Rapid Firecannon, Phantom Dancer, Mortal Reminder
Syla, Tristana, Press the Attack, Berserker's Greaves, Blade of the Ruined King, Quicksilver Sash, Poro-Snax, Statikk Shiv, Zeal, Infinity Edge
Syla, Draven, Press the Attack, Slightly Magical Boots, Infinity Edge, The Bloodthirster, Phantom Dancer, Doran's Blade, 
Arrowcreek316, Cassiopeia, Phase Rush, Needlessly Large Rod, , , , , 
Arrowcreek316, Zilean, Arcane Comet, Remnant of the Watchers, Health Potion, Control Ward, Tear of the Goddess, Ionian Boots of Lucidity, 
Arrowcreek316, Ashe, Press the Attack, Phantom Dancer, Blade of the Ruined King, Berserker's Greaves, Runaan's Hurricane, Doran's Shield, Null-Magic Mantle
Arrowcreek316, Nami, Summon Aery, Remnant of the Watchers, Redemption, Boots of Mobility, Chalice of Harmony, Fiendish Codex, Broken Stopwatch
Arrowcreek316, Braum, Guardian, Remnant of the Aspect, Cloth Armor, Mercury's Treads, Kindlegem, Warden's Mail, 
Arrowcreek316, Thresh, Aftershock, Frozen Heart, Remnant of the Ascended, Knight's Vow, Glacial Shroud, Crystalline Bracer, Boots of Mobility
Arrowcreek316, Ivern, Arcane Comet, Remnant of the Ascended, Zeke's Convergence, Control Ward, Ionian Boots of Lucidity, Refillable Potion, 
Arrowcreek316, Ivern, Arcane Comet, Remnant of the Ascended, Righteous Glory, Zhonya's Hourglass, Ionian Boots of Lucidity, Athene's Unholy Grail, Sapphire Crystal
Arrowcreek316, Ivern, Arcane Comet, Remnant of the Ascended, Broken Stopwatch, Ionian Boots of Lucidity, Iceborn Gauntlet, Amplifying Tome, Forbidden Idol
Arrowcreek316, Sivir, Fleet Footwork, Zeal, Caulfield's Warhammer, Berserker's Greaves, Doran's Blade, Cloak of Agility, B. F. Sword
Lucky Wish, Varus, Arcane Comet, Berserker's Greaves, Mercurial Scimitar, Infinity Edge, Guinsoo's Rageblade, Mortal Reminder, Dagger
Lucky Wish, Brand, Arcane Comet, Luden's Echo, Zhonya's Hourglass, Ruby Crystal, Poro-Snax, Amplifying Tome, Sorcerer's Shoes
Lucky Wish, Morgana, Arcane Comet, Ninja Tabi, Remnant of the Watchers, Zhonya's Hourglass, Abyssal Mask, Amplifying Tome, Blasting Wand
Lucky Wish, Zyra, Arcane Comet, Sorcerer's Shoes, Frostfang, Lost Chapter, Ruby Crystal, Blasting Wand, 
Lucky Wish, Zilean, Arcane Comet, Seraph's Embrace, Remnant of the Watchers, Zz'Rot Portal, Sorcerer's Shoes, Bramble Vest, Ruby Crystal
Lucky Wish, Lux, Arcane Comet, Seraph's Embrace, Zhonya's Hourglass, Ruby Crystal, Amplifying Tome, Blasting Wand, Sorcerer's Shoes
Lucky Wish, Veigar, Arcane Comet, Seraph's Embrace, Randuin's Omen, Banshee's Veil, Sorcerer's Shoes, Morellonomicon, 
Lucky Wish, Bard, Summon Aery, Luden's Echo, Sorcerer's Shoes, Rabadon's Deathcap, , , 
Lucky Wish, Darius, Dark Harvest, The Black Cleaver, Mercury's Treads, Pickaxe, Jaurim's Fist, Ruby Crystal, Null-Magic Mantle
Lucky Wish, Cho'Gath, Arcane Comet, Rod of Ages (Quick Charge), Ninja Tabi, Thornmail, Poro-Snax, Giant's Belt, Kindlegem, Crystalline Bracer
ShíroKayn, Kindred, Conqueror, Enchantment: Warrior, Caulfield's Warhammer, Ninja Tabi, Runaan's Hurricane, Infinity Edge, Hexdrinker
ShíroKayn, Kayn, Dark Harvest, Enchantment: Warrior, Boots of Mobility, Duskblade of Draktharr, Youmuu's Ghostblade, Last Whisper, Chain Vest
ShíroKayn, Kindred, Conqueror, Enchantment: Warrior, Refillable Potion, Ninja Tabi, Runaan's Hurricane, Executioner's Calling, Long Sword
ShíroKayn, Kayn, Dark Harvest, Enchantment: Warrior, Boots of Mobility, Serrated Dirk, Long Sword, Long Sword, 
ShíroKayn, Kayn, Dark Harvest, Enchantment: Warrior, Duskblade of Draktharr, Executioner's Calling, Boots of Mobility, Serrated Dirk, Guardian Angel
ShíroKayn, Kindred, Conqueror, Enchantment: Warrior, Guardian Angel, Ninja Tabi, The Black Cleaver, Phantom Dancer, 
FrostBytê, Kai'Sa, Press the Attack, Nashor's Tooth, Needlessly Large Rod, Needlessly Large Rod, Guinsoo's Rageblade, Muramana, Berserker's Greaves
FrostBytê, Caitlyn, Fleet Footwork, Cloak of Agility, B. F. Sword, Berserker's Greaves, Infinity Edge, Caulfield's Warhammer, 
FrostBytê, Swain, Phase Rush, Broken Stopwatch, Lost Chapter, Blasting Wand, Liandry's Torment, Rod of Ages, Sorcerer's Shoes
FrostBytê, Caitlyn, Fleet Footwork, Rapid Firecannon, Mercurial Scimitar, B. F. Sword, Essence Reaver, Infinity Edge, Berserker's Greaves
FrostBytê, Ezreal, Kleptomancy, Lost Chapter, Blasting Wand, Slightly Magical Boots, Muramana, Iceborn Gauntlet, 
FrostBytê, Caitlyn, Fleet Footwork, The Bloodthirster, Berserker's Greaves, Infinity Edge, Essence Reaver, , 
FrostBytê, Caitlyn, Fleet Footwork, Doran's Blade, Berserker's Greaves, Infinity Edge, B. F. Sword, Essence Reaver, 
FrostBytê, Caitlyn, Fleet Footwork, B. F. Sword, Executioner's Calling, Essence Reaver, Berserker's Greaves, Infinity Edge, 
FrostBytê, Varus, Arcane Comet, Youmuu's Ghostblade, Edge of Night, Lord Dominik's Regards, Ionian Boots of Lucidity, Duskblade of Draktharr, Zeal
FrostBytê, Varus, Arcane Comet, Health Potion, Total Biscuit of Everlasting Will, Doran's Blade, , , 
ZoeVera, Riven, Electrocute, The Black Cleaver, Refillable Potion, Spear of Shojin, Poro-Snax, , 
ZoeVera, Azir, Arcane Comet, Nashor's Tooth, Nashor's Tooth, Luden's Echo, Poro-Snax, Berserker's Greaves, Void Staff, Blasting Wand
ZoeVera, Sona, Arcane Comet, Luden's Echo, Rabadon's Deathcap, Void Staff, Poro-Snax, Ardent Censer, Blasting Wand, Amplifying Tome
ZoeVera, Zilean, Arcane Comet, Luden's Echo, Void Staff, Banshee's Veil, Poro-Snax, Rabadon's Deathcap, 
ZoeVera, Ryze, Arcane Comet, Seeker's Armguard, Spellbinder, Rylai's Crystal Scepter, Poro-Snax, Void Staff, Rabadon's Deathcap, Stopwatch
La ji you xi, Ashe, Conqueror, Infinity Edge, Berserker's Greaves, Runaan's Hurricane, Poro-Snax, Recurve Bow, Bilgewater Cutlass
La ji you xi, Sivir, Lethal Tempo, Infinity Edge, Mortal Reminder, Doran's Blade, Statikk Shiv, Essence Reaver, Berserker's Greaves
La ji you xi, Jax, Conqueror, Ruby Crystal, Jaurim's Fist, Spirit Visage, Trinity Force, Mercury's Treads, Spear of Shojin
La ji you xi, Jax, Conqueror, Corrupting Potion, Mercury's Treads, Doran's Blade, Trinity Force, Spear of Shojin, 
La ji you xi, Jax, Conqueror, Corrupting Potion, Ninja Tabi, Trinity Force, Kindlegem, Doran's Blade, 
La ji you xi, Jax, Conqueror, Corrupting Potion, Mercury's Treads, Doran's Blade, Trinity Force, , 
La ji you xi, Jax, Conqueror, Dead Man's Plate, Spear of Shojin, Trinity Force, Mercury's Treads, , 
La ji you xi, Wukong, Electrocute, Corrupting Potion, Youmuu's Ghostblade, B. F. Sword, Duskblade of Draktharr, Boots of Speed, Phage
La ji you xi, Jax, Conqueror, Guardian Angel, Spirit Visage, Spear of Shojin, Trinity Force, Sterak's Gage, Mercury's Treads
La ji you xi, Jax, Conqueror, Corrupting Potion, Control Ward, Trinity Force, Adaptive Helm, Spear of Shojin, Mercury's Treads
xad0rkable, Karma, Summon Aery, Athene's Unholy Grail, Refillable Potion, Ionian Boots of Lucidity, Poro-Snax, Morellonomicon, Amplifying Tome
